,ADR_EGAID,STR_ESID,BDG_EGID,ADR_EDID,STN_LABEL,ADR_NUMBER,BDG_CATEGORY,BDG_NAME,ZIP_LABEL,COM_FOSNR,COM_CANTON,ADR_STATUS,ADR_OFFICIAL,ADR_VALID,ADR_MODIFIED,ADR_EASTING,ADR_NORTHING
332163,101954170,10010246,1383489,0,Bielstrasse,24,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587514,1219390
333035,101780161,10180643,190541668,0,Gottstattstrasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588065,1219434
334162,100848518,10057931,1383626,0,Kanalweg,16,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588071,1219105
334201,101369068,10057934,190055431,0,Rebhalde,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587680,1219696
334333,100869126,10057934,1383516,0,Rebhalde,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587656,1219536
334724,100863652,10010249,1383162,0,Erlenstrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587608,1218736
334796,101944399,10010260,1383186,0,Neubrückstrasse,23,residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2587783,1218858
334878,100869135,10057934,1383529,0,Rebhalde,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587711,1219679
334900,100867799,10010263,1383465,0,Rainstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587330,1219432
335063,101932843,10136717,1383369,0,Eschenweg,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586975,1219573
335409,102211615,10057932,1383592,0,Mattenstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587449,1219300
336154,100866426,10010245,1383383,0,Ahornweg,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586880,1219475
336156,101963461,10010246,1383291,0,Bielstrasse,56,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587111,1219305
361937,101619865,10003776,190182596,0,Guinandstrasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587876,1219467
362627,101963466,10057934,1383522,0,Rebhalde,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587701,1219647
363094,100901715,10180446,1383286,0,Tulpenweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587111,1219374
2498268,102883932,10010261,504032269,0,Pfeidstrasse,4b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587781,1219154
2498272,102883800,10010247,504032173,0,Brachmattstrasse,2a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587787,1219445
2498282,102883786,10057934,504032228,0,Rebhalde,5a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587663,1219597
2498313,102883701,10010246,504032474,0,Bielstrasse,55b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587373,1219274
2498320,102883715,10010260,504032321,0,Neubrückstrasse,23a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587750,1218857
2498321,102883794,10112480,504032380,0,Hauptstrasse,2a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588175,1219214
2498343,102883685,10010246,504032477,0,Bielstrasse,50,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587154,1219299
2498349,102883687,10010259,504032328,0,Mühleweg,1g,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588863,1219415
2498357,102883696,10057933,504032246,0,Portstrasse,70,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586256,1218774
2498372,102883879,10010254,504032363,0,Industriestrasse,1d,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587616,1219138
2498400,102883787,10112480,504032381,0,Hauptstrasse,20a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587965,1219282
2498401,102883734,10010253,504032393,0,Haldenstrasse,10a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586758,1219406
2498403,102883813,10086636,504032171,0,Burgersriedstrasse,11a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586984,1219380
2498412,102712088,10010246,191896787,0,Bielstrasse,82a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586829,1219250
2498415,102883534,10010249,504032163,0,Erlenstrasse,3,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587647,1218767
2498416,102883926,10010261,504032272,0,Pfeidstrasse,19a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587716,1218990
2498432,102883893,10057929,504032451,0,Bärletweg,11a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587513,1219541
2498440,102883918,10086643,504032201,0,Waldeckstrasse,8b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586978,1219508
2498451,102883836,10180446,504032210,0,Tulpenweg,3a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587151,1219377
2498473,102883780,10057934,504032230,0,Rebhalde,2a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587701,1219540
2498475,102883867,10086640,504032289,0,Orpundstrasse,27d,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588542,1219332
2498492,102883892,10010248,504032441,0,Dahlienweg,1b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587781,1219579
2498513,102883546,10010249,504032433,0,Erlenstrasse,35,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586532,1218784
2498531,102883613,10057932,504032344,0,Mattenstrasse,6b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587665,1219344
2498540,102883871,10010254,504032365,0,Industriestrasse,16,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587302,1219161
2498567,102883845,10086640,504032299,0,Orpundstrasse,13d,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588366,1219301
2498569,102883574,10010249,504032427,0,Erlenstrasse,40d,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586967,1218899
2498575,102883588,10057928,504032181,0,Bahnhofstrasse,8b,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587862,1219186
2498590,102883772,10010246,504032468,0,Bielstrasse,62a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587049,1219296
2498600,102883907,10112481,504032275,0,Pfeideck,15a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587610,1219081
2498628,102883619,10010246,504032493,0,Bielstrasse,19a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587700,1219389
2498816,102883587,10010261,504032261,0,Pfeidstrasse,4k,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587822,1219161
2498818,102883699,10010260,504032325,0,Neubrückstrasse,15a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587784,1218886
2498832,102883733,10010263,504032239,0,Rainstrasse,22a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587229,1219468
2498842,102883703,10010260,504032324,0,Neubrückstrasse,15b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587777,1218880
2498844,102883908,10010249,504032438,0,Erlenstrasse,11b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587413,1218674
2498858,102883637,10057933,504032254,0,Portstrasse,50a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586218,1218929
2498879,102883648,10136717,504032409,0,Eschenweg,5a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586965,1219570
2498891,102883695,10010260,504032326,0,Neubrückstrasse,11a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587902,1218980
2498895,102883595,10109853,504032499,0,Bernstrasse,24a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586847,1219135
2498910,102883933,10010261,504032268,0,Pfeidstrasse,4c,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587790,1219178
2498911,102883773,10112480,504032385,0,Hauptstrasse,15a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588037,1219188
2498953,102883545,10130222,504032183,0,Aarestrasse,11a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587822,1219060
2498982,102883811,10112480,504032377,0,Hauptstrasse,5a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588192,1219146
2498992,102883809,10219088,504032216,0,Schleusenstrasse,40b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586242,1218701
2499021,102883569,10130222,504032507,0,Aarestrasse,8a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587883,1219088
2499030,102883661,10057933,504032248,0,Portstrasse,52,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586136,1218881
2499035,102883818,10112480,504032376,0,Hauptstrasse,7a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588149,1219146
2499037,102883846,10086640,504032145,0,Orpundstrasse,23c,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588494,1219295
2499060,102883558,10010249,504032431,0,Erlenstrasse,38a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587090,1218794
2499072,102883925,10010255,504032352,0,Kreuzgasse,3a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588068,1219351
2499090,102883665,10057933,504032247,0,Portstrasse,52a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586152,1218848
2499098,102883730,10057930,504032394,0,Gummenstrasse,6a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588198,1219473
2499104,102883721,10010263,504032242,0,Rainstrasse,15d,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587265,1219370
2499112,102883723,10010260,504032319,0,Neubrückstrasse,25a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587741,1218850
2499146,102883562,10010249,504032430,0,Erlenstrasse,39,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586471,1218751
2499149,102883865,10086640,504032284,0,Orpundstrasse,34b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588678,1219362
2499332,102883796,10010247,504032174,0,Brachmattstrasse,17a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587846,1219606
2499338,102883729,10010263,504032240,0,Rainstrasse,17a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587220,1219405
2499341,102883868,10112479,504032446,0,Chaletweg,3a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587195,1219349
2499349,102883814,10104746,504032307,0,Obergasse,4a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588127,1219357
2499352,102883710,10010252,504032397,0,Grünweg,7,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587736,1219291
2499376,102883654,10010246,504032180,0,Bielstrasse,34a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587324,1219332
2499385,102883753,10010263,504032236,0,Rainstrasse,30a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587129,1219513
2499409,102883774,10086642,504032224,0,Römerstrasse,13a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586738,1218843
2499420,102883929,10010261,504032271,0,Pfeidstrasse,3a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587857,1219127
2499424,102883838,10086640,504032301,0,Orpundstrasse,13b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588367,1219266
2499433,102883744,10104746,504032314,0,Obergasse,20c,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587886,1219374
2499440,102883596,10010261,504032259,0,Pfeidstrasse,5b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587834,1219112
2499447,102883659,10109854,504032146,0,Mettgasse,7a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588171,1219377
2499457,102883548,10175297,504032349,0,Längholz,2,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587920,1220565
2499460,102883727,10104746,504032318,0,Obergasse,14a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588016,1219331
2499461,102883640,10136717,504032411,0,Eschenweg,4b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586968,1219636
2499462,102883606,10010249,504032420,0,Erlenstrasse,41f,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586411,1218770
2499463,102883806,10104746,504032309,0,Obergasse,24,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587831,1219350
2499562,102883883,10086640,504032280,0,Orpundstrasse,7a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588271,1219261
2499572,102883831,10086637,504032369,0,Hofmatt,3a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588259,1219373
2499579,102883924,10109855,504032199,0,Wasserstrasse,6,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587150,1218835
2499593,102883614,10010249,504032418,0,Erlenstrasse,43,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586398,1218761
2499599,102883568,10010245,504032504,0,Ahornweg,20a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586827,1219448
2499620,102883757,10010246,504032461,0,Bielstrasse,77b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586907,1219230
2499625,102883847,10086643,504032207,0,Waldeckstrasse,11a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586928,1219518
2499632,102883598,10010249,504032422,0,Erlenstrasse,41d,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586405,1218772
2499647,102883709,10010262,504032140,0,Rainpark,1a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587280,1219469
2499662,102883641,10057933,504032253,0,Portstrasse,50b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586189,1218938
2499831,102883785,10086642,504032130,0,Römerstrasse,16a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586485,1218971
2499863,102883686,10010251,504032158,0,Gartenweg,1a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587283,1219276
2499865,102883835,10086637,504032368,0,Hofmatt,4a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588249,1219337
2499967,102883854,10057929,504032168,0,Bärletweg,15,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587597,1219569
2499984,102883634,10109854,504032341,0,Mettgasse,14b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588215,1219378
2499996,102883875,10010254,504032364,0,Industriestrasse,1c,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587600,1219156
2500007,102883910,10057931,504032356,0,Kanalweg,28a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587955,1219011
2500061,102883627,10010246,504032491,0,Bielstrasse,1a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587856,1219260
2500089,102883919,10010249,504032435,0,Erlenstrasse,1a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587715,1218809
2500092,102883592,10010261,504032260,0,Pfeidstrasse,5a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587818,1219129
2500097,102883755,10010264,504032133,0,Rosenweg,21a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587789,1219647
2500136,102883860,10086640,504032285,0,Orpundstrasse,34a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588726,1219367
2500157,102883635,10010246,504032489,0,Bielstrasse,23a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587634,1219380
2500163,102883802,10104746,504032310,0,Obergasse,23a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587849,1219316
2500358,102883743,10010253,504032391,0,Haldenstrasse,21a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586902,1219329
2500364,102883713,10010262,504032139,0,Rainpark,1b,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587263,1219495
2500409,102883697,10010246,504032475,0,Bielstrasse,55a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587369,1219292
2500422,102883666,10217759,504032334,0,Möösli,1,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587292,1219926
2500424,102883582,10010249,504032160,0,Erlenstrasse,40f,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586973,1218825
2500441,102883649,10057933,504032251,0,Portstrasse,50d,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586196,1218958
2500444,102883821,10104746,504032305,0,Obergasse,5a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588124,1219286
2500461,102883928,10010255,504032351,0,Kreuzgasse,5a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588053,1219358
2500469,102883662,10010246,504032483,0,Bielstrasse,41a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587492,1219350
2500482,102883630,10010249,504032414,0,Erlenstrasse,50a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586492,1218852
2500485,102883776,10057934,504032231,0,Rebhalde,13b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587642,1219684
2500513,102883673,10010259,504032332,0,Mühleweg,1b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588888,1219433
2500571,102883909,10086643,504032203,0,Waldeckstrasse,4a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586989,1219486
2500596,102883768,10010263,504032233,0,Rainstrasse,7,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587286,1219413
2500597,102883915,10010249,504032436,0,Erlenstrasse,15a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587258,1218630
2500609,102883895,10010254,504032360,0,Industriestrasse,8b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587530,1219163
2500614,102883689,10010246,504032179,0,Bielstrasse,51c,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587415,1219324
2500650,102883788,10086642,504032221,0,Römerstrasse,18,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586432,1218968
2500662,102883667,10010246,504032482,0,Bielstrasse,43a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587471,1219350
2500700,102883681,10010246,504032478,0,Bielstrasse,4a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587876,1219311
2500707,102883647,10010246,504032486,0,Bielstrasse,27b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587607,1219366
2500708,102883651,10010246,504032485,0,Bielstrasse,29a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587571,1219347
2500881,102883650,10109854,504032337,0,Mettgasse,6b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588260,1219310
2500893,102883576,10057928,504032502,0,Bahnhofstrasse,1b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587939,1219218
2500898,102883628,10057933,504032256,0,Portstrasse,48,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586194,1218888
2500908,102883566,10010249,504032429,0,Erlenstrasse,40a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586968,1218691
2500928,102883607,10109853,504032496,0,Bernstrasse,26b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586681,1219166
2500981,102883797,10116968,504032219,0,Sandacker,6a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588261,1219453
2500986,102883803,10112480,504032153,0,Hauptstrasse,2c,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588229,1219163
2501010,102883917,10217750,504032354,0,Kellersriedweg,1,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587685,1220087
2501020,102883642,10109854,504032339,0,Mettgasse,1a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588178,1219245
2501028,102883692,10010259,504032327,0,Mühleweg,2a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588852,1219451
2501061,102883900,10010249,504032166,0,Erlenstrasse,10b,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587568,1218779
2501110,102883633,10010249,504032413,0,Erlenstrasse,9,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587274,1218716
2501120,102883834,10086640,504032302,0,Orpundstrasse,11a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588337,1219270
2501141,102883718,10003776,504032157,0,Guinandstrasse,37,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587948,1219519
2501161,102883881,10086636,504032169,0,Burgersriedstrasse,33a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586768,1219302
2501165,102883816,10086636,504032456,0,Burgersriedstrasse,14a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586895,1219399
2501216,102883904,10010249,504032439,0,Erlenstrasse,11a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587379,1218729
2501225,102883765,10010263,504032136,0,Rainstrasse,5a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587304,1219407
2501402,102883591,10057928,504032500,0,Bahnhofstrasse,8c,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587853,1219194
2501520,102883564,10010245,504032505,0,Ahornweg,2,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586924,1219490
2501529,102883616,10057933,504032258,0,Portstrasse,44c,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586219,1219054
2501637,102883832,10010265,504032211,0,Sonnhalde,4a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587462,1219440
2501646,102883561,10130222,504032509,0,Aarestrasse,6a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587854,1219082
2501677,102883702,10010252,504032399,0,Grünweg,2a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587688,1219354
2501688,102883676,10010259,504032331,0,Mühleweg,1c,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588841,1219393
2501712,102883861,10086640,504032295,0,Orpundstrasse,19b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588436,1219285
2501714,102883760,10010246,504032178,0,Bielstrasse,78d,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586853,1219273
2501736,102883537,10242606,504032184,0,A5,91,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588535,1220823
2501934,102883931,10010261,504032270,0,Pfeidstrasse,4a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587826,1219148
2501949,102883725,10010263,504032241,0,Rainstrasse,15f,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587304,1219375
2501955,102883617,10057932,504032343,0,Mattenstrasse,6c,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587664,1219346
2501964,102883758,10010253,504032387,0,Haldenstrasse,37b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587083,1219367
2501991,102883615,10010246,504032494,0,Bielstrasse,13a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587782,1219334
2502007,102883905,10086643,504032204,0,Waldeckstrasse,16a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586929,1219555
2502016,102883622,10010249,504032416,0,Erlenstrasse,48a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586548,1218860
2502081,102883790,10112480,504032154,0,Hauptstrasse,21a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587958,1219216
2502097,102883705,10010246,504032473,0,Bielstrasse,56a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587102,1219313
2502113,102883586,10010249,504032425,0,Erlenstrasse,41a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586407,1218777
2502120,102883580,10057928,504032501,0,Bahnhofstrasse,2a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587859,1219247
2502121,102883549,10130222,504032512,0,Aarestrasse,12a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587918,1219084
2502128,102883583,10010261,504032262,0,Pfeidstrasse,4i,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587819,1219160
2502129,102883856,10086640,504032286,0,Orpundstrasse,32c,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588630,1219328
2502150,102883740,10104746,504032315,0,Obergasse,20a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587869,1219363
2502163,102883698,10010252,504032400,0,Grünweg,1a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587732,1219360
2502164,102883777,10112480,504032384,0,Hauptstrasse,16a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588040,1219259
2502168,102883770,10086642,504032225,0,Römerstrasse,12,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586703,1218963
2502174,102883851,10086643,504032206,0,Waldeckstrasse,12a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586987,1219557
2502187,102883864,10057929,504032447,0,Bärletweg,7,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587661,1219496
2502210,102883717,10010263,504032243,0,Rainstrasse,15a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587279,1219369
2502218,102883784,10057934,504032229,0,Rebhalde,3a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587648,1219587
2502224,102883872,10112479,504032445,0,Chaletweg,4a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587221,1219362
2502242,102883645,10057933,504032252,0,Portstrasse,50c,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586158,1218947
2502251,102883610,10010249,504032419,0,Erlenstrasse,41g,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586415,1218769
